Date,CLOSE,Returns
2015-04-14,9.1422408,-0.008513931888544768
2015-04-15,9.045894,-0.01053864168618257
2015-04-16,8.903158,-0.015779092702169706
2015-04-17,8.706895999999999,-0.02204408817635284
2015-04-20,8.74258,0.004098360655737876
2015-04-21,8.8603372,0.01346938775510198
2015-04-22,8.8282216,-0.003624647603705289
2015-04-23,8.7497168,-0.008892481810832575
2015-04-24,8.763990399999999,0.0016313213703098572
2015-04-27,9.156514399999999,0.04478827361563509
2015-04-28,8.9638208,-0.021044427123928067
2015-04-29,8.8710424,-0.010350318471337605
2015-04-30,8.849632,-0.002413515687852086
2015-05-04,9.0423256,0.021774193548387055
2015-05-05,8.8424952,-0.022099447513812098
2015-05-06,8.9638208,0.013720742534302
2015-05-07,9.1493776,0.020700636942674988
2015-05-08,9.4455548,0.03237129485179424
2015-05-11,9.7631424,0.03362296939931997
2015-05-12,9.659658799999999,-0.010599415204678442
2015-05-13,9.713184799999999,0.00554118950868121
2015-05-14,9.9058784,0.019838354151359594
2015-05-15,9.8380788,-0.00684438040345825
2015-05-18,9.7702792,-0.006891548784911161
2015-05-19,9.795257999999999,0.0025566106647187947
2015-05-20,9.652522,-0.014571948998178486
2015-05-21,9.566880399999999,-0.008872458410351225
2015-05-22,9.509786,-0.005967922417008387
2015-05-26,9.3884604,-0.01275797373358356
2015-05-27,9.491944,0.011022424933485375
2015-05-28,9.402734,-0.009398496240601406
2015-05-29,9.135104,-0.028462998102466885
2015-06-01,9.074441199999999,-0.006640625000000178
2015-06-02,8.999504799999999,-0.008257963035784521
2015-06-03,9.010209999999999,0.0011895321173671647
2015-06-04,8.9138632,-0.010693069306930592
2015-06-05,8.8246532,-0.010008006405124004
2015-06-08,8.7675588,-0.006469874646178764
2015-06-09,8.796106,0.0032560032560031704
2015-06-10,8.853200399999999,0.006490872210953125
2015-06-11,8.771127199999999,-0.009270455461507399
2015-06-12,8.7033276,-0.007729861676159411
2015-06-15,8.5034972,-0.022960229602296045
2015-06-16,8.439266,-0.007553503986571508
2015-06-17,8.2715512,-0.019873150105708337
2015-06-18,8.285824799999999,0.0017256255392579245
2015-06-19,8.2929616,0.0008613264427219658
2015-06-22,8.3821716,0.01075731497418242
2015-06-23,8.350055999999999,-0.003831417624521216
2015-06-24,8.4464028,0.01153846153846172
2015-06-25,8.407150399999999,-0.004647232784114941
2015-06-26,8.4464028,0.004668930390492321
2015-06-29,8.2893932,-0.018588931136459652
2015-06-30,8.2537092,-0.004304778303917289
2015-07-01,8.332214,0.009511456982274291
2015-07-02,8.342919199999999,0.0012847965738755907
2015-07-03,8.2822564,-0.007271171941830579
2015-07-06,8.20732,-0.009047824213700983
2015-07-07,8.089562800000001,-0.014347826086956283
2015-07-08,8.189478,0.012351124834582894
2015-07-09,8.4606764,0.033115468409586235
2015-07-10,8.7568536,0.03500632644453794
2015-07-13,8.8032428,0.0052974735126325445
2015-07-14,8.8781792,0.008512363194163042
2015-07-15,9.0244836,0.01647909967845651
2015-07-16,9.1921984,0.01858442071965216
2015-07-17,9.1493776,-0.004658385093167849
2015-07-20,9.1600828,0.001170046801872049
2015-07-21,9.0851464,-0.008180755746007073
2015-07-22,9.152946,0.007462686567164312
2015-07-23,9.0958516,-0.006237816764132598
2015-07-24,9.1136936,0.001961553550411832
2015-07-27,8.9959364,-0.012920908379013274
2015-07-28,9.1065568,0.01229670765569213
2015-07-29,9.0351888,-0.00783699059561127
2015-07-30,8.778264,-0.028436018957346043
2015-07-31,8.813948,0.004065040650406582
2015-08-03,8.863905599999999,0.005668016194331882
2015-08-04,8.5570232,-0.0346215780998389
2015-08-05,8.6141176,0.006672226855713115
2015-08-06,8.6961908,0.00952775476387746
2015-08-07,8.664075200000001,-0.0036930652441525824
