Date,CLOSE,Returns
2015-04-14,403.25,0.004984423676012373
2015-04-15,403.0,-0.000619962802231866
2015-04-16,391.75,-0.02791563275434239
2015-04-17,394.0,0.00574345883854499
2015-04-20,394.5,0.0012690355329949554
2015-04-21,398.25,0.009505703422053147
2015-04-22,396.0,-0.005649717514124242
2015-04-23,404.0,0.02020202020202011
2015-04-24,395.75,-0.020420792079207883
2015-04-27,395.0,-0.0018951358180669953
2015-04-28,394.25,-0.0018987341772152
2015-04-29,382.5,-0.029803424223208586
2015-04-30,387.0,0.0117647058823529
2015-05-01,392.0,0.012919896640826822
2015-05-05,390.5,-0.003826530612244916
2015-05-06,393.0,0.006402048655569814
2015-05-07,393.75,0.001908396946564972
2015-05-08,397.5,0.00952380952380949
2015-05-11,399.5,0.005031446540880502
2015-05-12,394.5,-0.01251564455569465
2015-05-13,392.75,-0.004435994930291454
2015-05-14,395.25,0.006365372374283806
2015-05-15,410.0,0.03731815306767872
2015-05-18,404.75,-0.0128048780487805
2015-05-19,406.5,0.004323656578134605
2015-05-20,402.0,-0.011070110701106972
2015-05-21,401.25,-0.001865671641791078
2015-05-22,402.5,0.0031152647975076775
2015-05-26,408.0,0.013664596273291973
2015-05-27,416.25,0.020220588235294157
2015-05-28,420.75,0.0108108108108107
2015-05-29,414.5,-0.0148544266191325
2015-06-01,417.75,0.007840772014475306
2015-06-02,416.5,-0.0029922202274087484
2015-06-03,417.0,0.0012004801920768582
2015-06-04,415.0,-0.004796163069544335
2015-06-05,410.5,-0.010843373493975905
2015-06-08,407.0,-0.008526187576126665
2015-06-09,411.0,0.00982800982800991
2015-06-10,412.5,0.0036496350364962904
2015-06-11,412.0,-0.00121212121212122
2015-06-12,412.25,0.0006067961165048263
2015-06-15,409.25,-0.0072771376591873604
2015-06-16,400.0,-0.022602321319486918
2015-06-17,404.5,0.011249999999999982
2015-06-18,401.5,-0.007416563658838027
2015-06-19,410.0,0.021170610211706187
2015-06-22,413.0,0.007317073170731714
2015-06-23,405.75,-0.017554479418886215
2015-06-24,411.5,0.014171287738755423
2015-06-25,413.25,0.004252733900364625
2015-06-26,409.0,-0.010284331518451317
2015-06-29,398.25,-0.026283618581907087
2015-06-30,395.0,-0.008160703075957287
2015-07-01,422.75,0.07025316455696196
2015-07-02,408.0,-0.03489059727971611
2015-07-03,412.5,0.011029411764705843
2015-07-06,403.25,-0.022424242424242458
2015-07-07,408.0,0.011779293242405453
2015-07-08,408.25,0.0006127450980393245
2015-07-09,415.25,0.017146356399265095
2015-07-10,418.25,0.007224563515954241
2015-07-13,415.0,-0.0077704722056186615
2015-07-14,414.0,-0.002409638554216831
2015-07-15,416.0,0.004830917874396157
2015-07-16,427.75,0.02824519230769229
2015-07-17,441.5,0.03214494447691418
2015-07-20,443.25,0.003963759909399789
2015-07-21,438.5,-0.010716300056401562
2015-07-22,444.5,0.0136830102622576
2015-07-23,438.75,-0.012935883014623117
2015-07-24,433.5,-0.011965811965811923
2015-07-27,422.0,-0.026528258362168433
2015-07-28,432.75,0.02547393364928907
2015-07-29,445.0,0.028307336799537897
2015-07-30,443.0,-0.004494382022471877
2015-07-31,446.0,0.006772009029345272
2015-08-03,446.0,0.0
2015-08-04,444.0,-0.004484304932735439
2015-08-05,454.25,0.0230855855855856
2015-08-06,455.5,0.0027517886626307053
2015-08-07,461.75,0.013721185510428002
2015-08-10,474.5,0.02761234434217652
2015-08-11,480.75,0.013171759747102163
2015-08-12,456.75,-0.0499219968798752
2015-08-13,467.0,0.02244116037219479
2015-08-14,465.25,-0.0037473233404711204
2015-08-17,475.75,0.022568511552928605
2015-08-18,474.0,-0.0036784025223332018
2015-08-19,461.75,-0.025843881856540074
2015-08-20,455.75,-0.01299404439631835
2015-08-21,442.5,-0.029072956664838223
2015-08-24,429.0,-0.03050847457627115
2015-08-25,450.0,0.04895104895104896
2015-08-26,446.0,-0.008888888888888835
2015-08-27,454.25,0.018497757847533602
2015-08-28,453.0,-0.0027517886626307053
2015-09-01,442.0,-0.02428256070640178
2015-09-02,441.75,-0.0005656108597285048
2015-09-03,501.5,0.13525749858517266
2015-09-04,497.25,-0.008474576271186418
2015-09-07,490.25,-0.014077425842131674
2015-09-08,493.25,0.006119326874043818
2015-09-09,493.75,0.0010136847440445074
2015-09-10,483.75,-0.020253164556962022
2015-09-11,482.75,-0.002067183462532318
2015-09-14,477.0,-0.011910926980838954
2015-09-15,476.75,-0.0005241090146750338
2015-09-16,482.25,0.011536444677503921
2015-09-17,481.5,-0.0015552099533436836
2015-09-18,482.5,0.0020768431983384517
2015-09-21,480.5,-0.004145077720207224
2015-09-22,460.25,-0.04214360041623311
2015-09-23,476.25,0.03476371537208034
2015-09-24,471.5,-0.009973753280839937
2015-09-25,475.0,0.007423117709437932
2015-09-28,467.75,-0.015263157894736867
2015-09-29,470.0,0.0048102618920362605
2015-09-30,484.0,0.029787234042553123
2015-10-01,478.75,-0.010847107438016534
2015-10-02,480.25,0.0031331592689294308
2015-10-05,479.0,-0.0026028110359187506
2015-10-06,485.25,0.013048016701461274
2015-10-07,465.0,-0.04173106646058733
2015-10-08,462.25,-0.005913978494623606
2015-10-09,446.25,-0.03461330448891298
2015-10-12,471.25,0.05602240896358546
2015-10-13,470.5,-0.0015915119363395513
2015-10-14,456.5,-0.029755579171094615
2015-10-15,474.25,0.038882803943044886
2015-10-16,473.75,-0.0010542962572482883
2015-10-19,475.25,0.0031662269129286713
2015-10-20,474.0,-0.002630194634402949
2015-10-21,470.0,-0.008438818565400852
2015-10-22,468.75,-0.0026595744680850686
2015-10-23,465.25,-0.0074666666666666215
2015-10-26,480.0,0.031703385276733
2015-10-27,473.25,-0.014062499999999978
2015-10-28,470.5,-0.005810882197569978
2015-10-29,472.75,0.004782146652497321
2015-10-30,473.25,0.0010576414595451222
2015-11-02,474.75,0.0031695721077653616
2015-11-03,473.5,-0.00263296471827279
2015-11-04,477.5,0.008447729672650395
2015-11-05,480.0,0.005235602094240788
2015-11-06,479.0,-0.002083333333333326
2015-11-09,474.5,-0.009394572025052228
2015-11-10,470.0,-0.009483667017913588
2015-11-11,469.75,-0.0005319148936170359
2015-11-12,454.0,-0.03352847259180414
2015-11-13,459.25,0.01156387665198233
2015-11-16,458.75,-0.0010887316276537717
2015-11-17,468.0,0.020163487738419583
2015-11-18,469.75,0.003739316239316226
2015-11-19,483.75,0.02980308674827037
2015-11-20,502.5,0.03875968992248069
2015-11-23,508.0,0.010945273631840724
2015-11-24,504.0,-0.007874015748031482
2015-11-25,516.5,0.024801587301587213
2015-11-26,514.5,-0.0038722168441432947
2015-11-27,517.0,0.004859086491739495
2015-11-30,521.5,0.008704061895551174
2015-12-01,535.0,0.025886864813039256
2015-12-02,537.0,0.0037383177570093906
2015-12-03,534.5,-0.004655493482309092
2015-12-04,536.5,0.00374181478016844
2015-12-07,545.5,0.016775396085740857
2015-12-08,548.5,0.005499541704858002
2015-12-09,554.5,0.010938924339106704
2015-12-10,552.5,-0.0036068530207393756
2015-12-11,552.0,-0.0009049773755656076
2015-12-14,551.0,-0.0018115942028985588
2015-12-15,563.0,0.02177858439201441
2015-12-16,560.0,-0.005328596802841923
2015-12-17,561.0,0.0017857142857142794
2015-12-18,574.0,0.02317290552584672
2015-12-21,567.0,-0.012195121951219523
2015-12-22,570.0,0.005291005291005346
2015-12-23,572.0,0.0035087719298245723
2015-12-24,570.0,-0.0034965034965035446
2015-12-29,572.0,0.0035087719298245723
2015-12-30,587.5,0.027097902097902082
2015-12-31,588.5,0.0017021276595745594
2016-01-04,575.0,-0.022939677145284665
2016-01-05,576.5,0.002608695652173809
2016-01-06,584.5,0.013876843018213458
2016-01-07,576.5,-0.01368691189050475
2016-01-08,571.0,-0.009540329575021711
2016-01-11,578.0,0.012259194395796813
2016-01-12,587.0,0.015570934256055269
2016-01-13,572.0,-0.02555366269165249
2016-01-14,554.5,-0.030594405594405627
2016-01-15,552.0,-0.0045085662759242195
2016-01-18,553.0,0.0018115942028984477
2016-01-19,559.5,0.011754068716093968
2016-01-20,554.5,-0.00893655049151032
2016-01-21,560.5,0.010820559062218127
2016-01-22,567.5,0.012488849241748534
2016-01-25,569.5,0.0035242290748898064
2016-01-26,560.0,-0.01668129938542584
2016-01-27,558.0,-0.0035714285714285587
2016-01-28,548.0,-0.017921146953404965
2016-01-29,553.5,0.010036496350364965
2016-02-01,577.0,0.042457091237579014
2016-02-02,559.0,-0.03119584055459268
2016-02-03,540.5,-0.03309481216457966
2016-02-04,539.5,-0.0018501387604070718
2016-02-05,517.0,-0.04170528266913809
2016-02-08,492.75,-0.04690522243713735
2016-02-09,498.5,0.011669203450025423
2016-02-10,522.0,0.04714142427281853
2016-02-11,517.0,-0.009578544061302652
2016-02-12,522.0,0.009671179883945946
2016-02-15,535.5,0.02586206896551735
2016-02-16,533.5,-0.0037348272642390157
2016-02-17,540.0,0.012183692596063667
2016-02-18,557.0,0.031481481481481444
2016-02-19,548.0,-0.016157989228007152
2016-02-22,550.5,0.0045620437956204185
2016-02-23,559.5,0.016348773841961872
